Trip ID,Duration,Start Date,Start Station,Start Terminal,End Date,End Station,End Terminal,Bike #,Subscriber Type,Zip Code
975699,444,10/19/2015 8:55,Civic Center BART (7th at Market),72,10/19/2015 9:02,Townsend at 7th,65,706,Subscriber,94601
975711,426,10/19/2015 9:03,Steuart at Market,74,10/19/2015 9:10,2nd at Townsend,61,429,Subscriber,94110
975720,720,10/19/2015 9:03,San Francisco Caltrain 2 (330 Townsend),69,10/19/2015 9:15,Temporary Transbay Terminal (Howard at Beale),55,502,Subscriber,94402
975821,534,10/19/2015 9:30,2nd at Townsend,61,10/19/2015 9:39,Steuart at Market,74,402,Subscriber,95035
975924,582,10/19/2015 10:35,Townsend at 7th,65,10/19/2015 10:45,Powell Street BART,39,419,Subscriber,94107
976117,485,10/19/2015 14:32,2nd at Townsend,61,10/19/2015 14:40,Spear at Folsom,49,312,Subscriber,89451
976152,572,10/19/2015 15:36,San Francisco Caltrain 2 (330 Townsend),69,10/19/2015 15:45,Powell Street BART,39,209,Subscriber,94597
976270,548,10/19/2015 16:33,Market at 10th,67,10/19/2015 16:42,San Francisco Caltrain 2 (330 Townsend),69,420,Subscriber,94089
976447,386,10/19/2015 17:12,Commercial at Montgomery,45,10/19/2015 17:18,Temporary Transbay Terminal (Howard at Beale),55,134,Subscriber,94611
976452,396,10/19/2015 17:13,5th at Howard,57,10/19/2015 17:20,San Francisco Caltrain 2 (330 Townsend),69,530,Subscriber,94086
976510,270,10/19/2015 17:25,Castro Street and El Camino Real,32,10/19/2015 17:29,Mountain View Caltrain Station,28,59,Subscriber,94118
976563,682,10/19/2015 17:37,Redwood City Caltrain Station,22,10/19/2015 17:48,Stanford in Redwood City,25,198,Subscriber,94063
976570,346,10/19/2015 17:37,2nd at Folsom,62,10/19/2015 17:43,San Francisco Caltrain (Townsend at 4th),70,546,Subscriber,94403
976589,832,10/19/2015 17:41,2nd at South Park,64,10/19/2015 17:55,Golden Gate at Polk,59,566,Subscriber,94109
976704,546,10/19/2015 18:13,Post at Kearny,47,10/19/2015 18:22,Harry Bridges Plaza (Ferry Building),50,489,Customer,60564
976769,390,10/19/2015 18:30,San Francisco Caltrain 2 (330 Townsend),69,10/19/2015 18:36,2nd at Folsom,62,418,Subscriber,94105
976835,731,10/19/2015 19:00,Clay at Battery,41,10/19/2015 19:12,2nd at Townsend,61,488,Subscriber,94107
976866,2335,10/19/2015 19:18,Market at 4th,76,10/19/2015 19:57,San Francisco Caltrain 2 (330 Townsend),69,444,Customer,
976929,146,10/19/2015 20:24,Temporary Transbay Terminal (Howard at Beale),55,10/19/2015 20:26,Beale at Market,56,563,Subscriber,94030
976939,479,10/19/2015 20:36,Spear at Folsom,49,10/19/2015 20:44,2nd at Townsend,61,397,Subscriber,94107
976991,950,10/20/2015 3:42,Townsend at 7th,65,10/20/2015 3:58,Temporary Transbay Terminal (Howard at Beale),55,582,Subscriber,94107
977161,646,10/20/2015 7:47,Market at 10th,67,10/20/2015 7:57,Howard at 2nd,63,441,Subscriber,94102
977196,547,10/20/2015 7:52,San Francisco Caltrain 2 (330 Townsend),69,10/20/2015 8:01,Market at 4th,76,556,Subscriber,94010
977208,825,10/20/2015 7:54,San Francisco Caltrain 2 (330 Townsend),69,10/20/2015 8:07,Market at 10th,67,409,Subscriber,94401
977239,261,10/20/2015 8:05,Harry Bridges Plaza (Ferry Building),50,10/20/2015 8:09,Market at Sansome,77,267,Subscriber,94930
977298,673,10/20/2015 8:20,South Van Ness at Market,66,10/20/2015 8:31,Beale at Market,56,66,Subscriber,94102
977382,339,10/20/2015 8:41,San Antonio Caltrain Station,29,10/20/2015 8:47,San Antonio Shopping Center,31,147,Subscriber,94070
977419,943,10/20/2015 8:51,Temporary Transbay Terminal (Howard at Beale),55,10/20/2015 9:06,South Van Ness at Market,66,518,Subscriber,94609
977462,505,10/20/2015 8:59,Beale at Market,56,10/20/2015 9:07,2nd at South Park,64,507,Subscriber,94607
977480,282,10/20/2015 9:02,Harry Bridges Plaza (Ferry Building),50,10/20/2015 9:07,Embarcadero at Bryant,54,458,Subscriber,94117
977576,739,10/20/2015 9:20,2nd at Townsend,61,10/20/2015 9:32,Embarcadero at Vallejo,48,418,Subscriber,94107
977623,375,10/20/2015 9:36,5th at Howard,57,10/20/2015 9:42,Post at Kearny,47,478,Subscriber,94107
977690,493,10/20/2015 10:07,Embarcadero at Bryant,54,10/20/2015 10:15,Clay at Battery,41,671,Subscriber,94105
977762,436,10/20/2015 11:12,Market at Sansome,77,10/20/2015 11:20,Embarcadero at Folsom,51,607,Subscriber,94549
977789,19118,10/20/2015 11:45,Powell Street BART,39,10/20/2015 17:04,Market at 10th,67,384,Customer,25068
977808,215,10/20/2015 11:59,Townsend at 7th,65,10/20/2015 12:03,San Francisco Caltrain 2 (330 Townsend),69,331,Subscriber,94105
977857,340,10/20/2015 12:39,Temporary Transbay Terminal (Howard at Beale),55,10/20/2015 12:45,Commercial at Montgomery,45,544,Subscriber,94596
977864,116,10/20/2015 12:47,2nd at South Park,64,10/20/2015 12:49,2nd at Folsom,62,527,Subscriber,94591
977872,637,10/20/2015 12:53,Embarcadero at Bryant,54,10/20/2015 13:03,Townsend at 7th,65,652,Subscriber,94070
977915,1321,10/20/2015 13:38,Embarcadero at Sansome,60,10/20/2015 14:00,Harry Bridges Plaza (Ferry Building),50,96,Subscriber,94904
978061,485,10/20/2015 16:05,Market at 4th,76,10/20/2015 16:13,Temporary Transbay Terminal (Howard at Beale),55,475,Subscriber,94501
978147,192,10/20/2015 16:33,Powell Street BART,39,10/20/2015 16:36,Powell at Post (Union Square),71,535,Subscriber,94107
978159,1650,10/20/2015 16:39,Charleston Park/ North Bayshore Area,33,10/20/2015 17:06,Charleston Park/ North Bayshore Area,33,262,Customer,95134
978163,910,10/20/2015 16:40,Embarcadero at Sansome,60,10/20/2015 16:55,Powell Street BART,39,292,Subscriber,94103
978289,816,10/20/2015 17:14,Harry Bridges Plaza (Ferry Building),50,10/20/2015 17:28,Townsend at 7th,65,359,Subscriber,94107
978312,2509,10/20/2015 17:20,Harry Bridges Plaza (Ferry Building),50,10/20/2015 18:02,Market at 4th,76,96,Customer,93424
978350,663,10/20/2015 17:27,Market at 10th,67,10/20/2015 17:38,San Francisco Caltrain 2 (330 Townsend),69,437,Subscriber,94086
978389,858,10/20/2015 17:39,Townsend at 7th,65,10/20/2015 17:53,Temporary Transbay Terminal (Howard at Beale),55,617,Subscriber,94706
978453,564,10/20/2015 17:55,Davis at Jackson,42,10/20/2015 18:05,2nd at Townsend,61,508,Subscriber,94158
978495,211,10/20/2015 18:07,San Francisco Caltrain (Townsend at 4th),70,10/20/2015 18:10,2nd at Townsend,61,528,Subscriber,94107
978497,714,10/20/2015 18:08,San Francisco Caltrain 2 (330 Townsend),69,10/20/2015 18:19,Golden Gate at Polk,59,480,Subscriber,94109
978681,347,10/20/2015 19:53,Post at Kearny,47,10/20/2015 19:59,5th at Howard,57,527,Subscriber,94107
978690,130,10/20/2015 20:15,South Van Ness at Market,66,10/20/2015 20:17,Market at 10th,67,463,Subscriber,94618
978821,2010,10/21/2015 6:22,Harry Bridges Plaza (Ferry Building),50,10/21/2015 6:55,San Francisco Caltrain (Townsend at 4th),70,489,Subscriber,94939
978944,665,10/21/2015 7:46,San Francisco Caltrain (Townsend at 4th),70,10/21/2015 7:58,Mechanics Plaza (Market at Battery),75,491,Subscriber,94040
979298,883,10/21/2015 9:07,Temporary Transbay Terminal (Howard at Beale),55,10/21/2015 9:22,Civic Center BART (7th at Market),72,541,Subscriber,94103
979335,853,10/21/2015 9:15,San Francisco Caltrain (Townsend at 4th),70,10/21/2015 9:30,Broadway St at Battery St,82,492,Subscriber,95111
979349,644,10/21/2015 9:19,Temporary Transbay Terminal (Howard at Beale),55,10/21/2015 9:30,San Francisco Caltrain (Townsend at 4th),70,509,Subscriber,94610
979365,399,10/21/2015 9:26,Howard at 2nd,63,10/21/2015 9:33,San Francisco Caltrain (Townsend at 4th),70,292,Subscriber,94105
979426,428,10/21/2015 9:55,Embarcadero at Sansome,60,10/21/2015 10:02,Steuart at Market,74,403,Subscriber,94521
979450,317,10/21/2015 10:17,Broadway St at Battery St,82,10/21/2015 10:22,Steuart at Market,74,401,Subscriber,94133
979479,164,10/21/2015 10:46,SJSU 4th at San Carlos,12,10/21/2015 10:49,Paseo de San Antonio,7,95,Subscriber,95113
979715,193,10/21/2015 14:48,Beale at Market,56,10/21/2015 14:52,Davis at Jackson,42,405,Subscriber,94010
979922,319,10/21/2015 16:28,Clay at Battery,41,10/21/2015 16:33,Temporary Transbay Terminal (Howard at Beale),55,187,Subscriber,94501
979958,578,10/21/2015 16:39,San Francisco Caltrain 2 (330 Townsend),69,10/21/2015 16:49,Temporary Transbay Terminal (Howard at Beale),55,521,Subscriber,94602
980033,665,10/21/2015 16:59,Embarcadero at Folsom,51,10/21/2015 17:10,San Francisco Caltrain (Townsend at 4th),70,193,Subscriber,94040
980054,968,10/21/2015 17:04,Mechanics Plaza (Market at Battery),75,10/21/2015 17:20,San Francisco Caltrain 2 (330 Townsend),69,188,Subscriber,95054
980063,593,10/21/2015 17:06,San Francisco Caltrain 2 (330 Townsend),69,10/21/2015 17:16,Powell Street BART,39,553,Subscriber,94703
980073,694,10/21/2015 17:09,Townsend at 7th,65,10/21/2015 17:20,Harry Bridges Plaza (Ferry Building),50,363,Subscriber,94903
980140,286,10/21/2015 17:30,Santa Clara at Almaden,4,10/21/2015 17:35,San Jose Diridon Caltrain Station,2,76,Subscriber,94103
980148,591,10/21/2015 17:32,Beale at Market,56,10/21/2015 17:42,San Francisco Caltrain (Townsend at 4th),70,279,Subscriber,94010
980273,182,10/21/2015 18:04,Market at Sansome,77,10/21/2015 18:07,Beale at Market,56,449,Subscriber,94115
980415,1228,10/21/2015 19:07,Powell Street BART,39,10/21/2015 19:28,San Francisco Caltrain 2 (330 Townsend),69,332,Subscriber,94107
980562,218,10/22/2015 0:01,Davis at Jackson,42,10/22/2015 0:05,Commercial at Montgomery,45,456,Subscriber,94111
980593,550,10/22/2015 6:27,Townsend at 7th,65,10/22/2015 6:36,Howard at 2nd,63,259,Subscriber,94124
980685,684,10/22/2015 7:16,2nd at Townsend,61,10/22/2015 7:28,Harry Bridges Plaza (Ferry Building),50,38,Subscriber,94025
980766,529,10/22/2015 7:51,San Francisco Caltrain (Townsend at 4th),70,10/22/2015 8:00,Market at 4th,76,38,Subscriber,94010
980885,421,10/22/2015 8:22,San Francisco Caltrain 2 (330 Townsend),69,10/22/2015 8:29,Howard at 2nd,63,478,Subscriber,94306
980949,401,10/22/2015 8:42,Grant Avenue at Columbus Avenue,73,10/22/2015 8:49,Steuart at Market,74,496,Subscriber,94133
981101,576,10/22/2015 9:13,Harry Bridges Plaza (Ferry Building),50,10/22/2015 9:23,Post at Kearny,47,372,Subscriber,94108
981131,912,10/22/2015 9:24,San Jose Diridon Caltrain Station,2,10/22/2015 9:39,San Salvador at 1st,8,174,Subscriber,94107
981582,482,10/22/2015 15:48,San Francisco Caltrain 2 (330 Townsend),69,10/22/2015 15:56,Powell Street BART,39,422,Subscriber,94597
981666,835,10/22/2015 16:28,Embarcadero at Folsom,51,10/22/2015 16:42,5th at Howard,57,335,Subscriber,94402
981747,325,10/22/2015 16:54,San Pedro Square,6,10/22/2015 16:59,San Jose Diridon Caltrain Station,2,695,Subscriber,94002
981864,711,10/22/2015 17:22,2nd at Townsend,61,10/22/2015 17:34,Mechanics Plaza (Market at Battery),75,503,Subscriber,94609
981885,741,10/22/2015 17:28,Clay at Battery,41,10/22/2015 17:41,San Francisco Caltrain 2 (330 Townsend),69,388,Subscriber,94303
981910,273,10/22/2015 17:36,Castro Street and El Camino Real,32,10/22/2015 17:41,Mountain View Caltrain Station,28,48,Subscriber,94401
982009,518,10/22/2015 18:01,San Francisco Caltrain 2 (330 Townsend),69,10/22/2015 18:10,Harry Bridges Plaza (Ferry Building),50,56,Subscriber,94610
982045,1049,10/22/2015 18:16,Embarcadero at Vallejo,48,10/22/2015 18:33,San Francisco Caltrain (Townsend at 4th),70,534,Subscriber,94065
982070,319,10/22/2015 18:27,2nd at South Park,64,10/22/2015 18:32,Temporary Transbay Terminal (Howard at Beale),55,66,Subscriber,94610
982122,1376,10/22/2015 18:56,San Francisco Caltrain 2 (330 Townsend),69,10/22/2015 19:19,Market at 10th,67,322,Subscriber,94040
982161,609,10/22/2015 19:31,San Francisco Caltrain 2 (330 Townsend),69,10/22/2015 19:41,South Van Ness at Market,66,524,Subscriber,94107
982173,546,10/22/2015 19:46,Market at 4th,76,10/22/2015 19:55,Temporary Transbay Terminal (Howard at Beale),55,528,Subscriber,94105
982218,548,10/22/2015 20:46,Davis at Jackson,42,10/22/2015 20:55,Embarcadero at Bryant,54,415,Subscriber,94107
982240,597,10/22/2015 21:06,Embarcadero at Sansome,60,10/22/2015 21:16,Market at Sansome,77,606,Subscriber,94114
982253,453,10/22/2015 21:22,San Francisco Caltrain (Townsend at 4th),70,10/22/2015 21:29,Embarcadero at Bryant,54,427,Subscriber,94105
982280,983,10/22/2015 22:36,San Salvador at 1st,8,10/22/2015 22:52,Japantown,9,150,Customer,95112
982356,943,10/23/2015 7:09,San Francisco Caltrain (Townsend at 4th),70,10/23/2015 7:24,South Van Ness at Market,66,534,Subscriber,95122
982378,275,10/23/2015 7:20,Howard at 2nd,63,10/23/2015 7:25,2nd at Townsend,61,462,Subscriber,94107
982430,830,10/23/2015 7:48,Temporary Transbay Terminal (Howard at Beale),55,10/23/2015 8:02,Market at 10th,67,570,Subscriber,94618
982474,225,10/23/2015 8:06,Mountain View Caltrain Station,28,10/23/2015 8:10,Mountain View City Hall,27,10,Subscriber,95110
982492,533,10/23/2015 8:10,Harry Bridges Plaza (Ferry Building),50,10/23/2015 8:18,2nd at South Park,64,497,Subscriber,94510
982539,425,10/23/2015 8:26,Steuart at Market,74,10/23/2015 8:33,2nd at Townsend,61,687,Subscriber,94606
982566,385,10/23/2015 8:30,Steuart at Market,74,10/23/2015 8:36,Embarcadero at Sansome,60,527,Subscriber,94612
982612,342,10/23/2015 8:40,5th at Howard,57,10/23/2015 8:46,San Francisco Caltrain 2 (330 Townsend),69,325,Subscriber,94103
982621,637,10/23/2015 8:46,Grant Avenue at Columbus Avenue,73,10/23/2015 8:56,Market at Sansome,77,671,Subscriber,94133
982640,640,10/23/2015 8:49,San Francisco Caltrain 2 (330 Townsend),69,10/23/2015 8:59,Harry Bridges Plaza (Ferry Building),50,289,Subscriber,95126
982673,382,10/23/2015 8:57,Steuart at Market,74,10/23/2015 9:03,Embarcadero at Sansome,60,439,Subscriber,94597
982747,373,10/23/2015 9:13,San Francisco Caltrain (Townsend at 4th),70,10/23/2015 9:19,2nd at Folsom,62,312,Subscriber,94061
982768,258,10/23/2015 9:20,San Jose Diridon Caltrain Station,2,10/23/2015 9:24,Santa Clara at Almaden,4,186,Subscriber,94107
982774,301,10/23/2015 9:22,Howard at 2nd,63,10/23/2015 9:27,2nd at Townsend,61,256,Subscriber,94939
982782,676,10/23/2015 9:25,San Francisco Caltrain (Townsend at 4th),70,10/23/2015 9:36,Market at 10th,67,590,Subscriber,94025
982860,507,10/23/2015 10:00,Steuart at Market,74,10/23/2015 10:09,2nd at Townsend,61,422,Subscriber,94526
983119,814,10/23/2015 14:00,Washington at Kearny,46,10/23/2015 14:14,San Francisco Caltrain (Townsend at 4th),70,109,Subscriber,94133
983154,894,10/23/2015 14:43,Washington at Kearny,46,10/23/2015 14:58,San Francisco Caltrain (Townsend at 4th),70,427,Subscriber,94133
983203,570,10/23/2015 15:22,Mechanics Plaza (Market at Battery),75,10/23/2015 15:31,San Francisco Caltrain (Townsend at 4th),70,625,Subscriber,94040
983253,615,10/23/2015 15:49,Beale at Market,56,10/23/2015 15:59,San Francisco Caltrain (Townsend at 4th),70,361,Subscriber,94303
983286,379,10/23/2015 16:06,Embarcadero at Vallejo,48,10/23/2015 16:12,Embarcadero at Folsom,51,509,Subscriber,94547
983303,430,10/23/2015 16:12,2nd at Folsom,62,10/23/2015 16:19,San Francisco Caltrain (Townsend at 4th),70,603,Subscriber,95112
983457,218,10/23/2015 17:08,Broadway St at Battery St,82,10/23/2015 17:12,Steuart at Market,74,485,Subscriber,94702
983481,238,10/23/2015 17:14,Market at Sansome,77,10/23/2015 17:18,Temporary Transbay Terminal (Howard at Beale),55,506,Subscriber,94618
983530,375,10/23/2015 17:25,Santa Clara at Almaden,4,10/23/2015 17:32,San Jose Diridon Caltrain Station,2,186,Subscriber,94306
983544,398,10/23/2015 17:29,San Francisco Caltrain (Townsend at 4th),70,10/23/2015 17:36,2nd at Folsom,62,573,Subscriber,94107
983561,236,10/23/2015 17:32,Embarcadero at Vallejo,48,10/23/2015 17:36,Steuart at Market,74,284,Subscriber,94597
983566,197,10/23/2015 17:32,Townsend at 7th,65,10/23/2015 17:36,San Francisco Caltrain 2 (330 Townsend),69,601,Subscriber,94301
983590,555,10/23/2015 17:40,Commercial at Montgomery,45,10/23/2015 17:50,Commercial at Montgomery,45,491,Customer,94030
983672,721,10/23/2015 18:04,Harry Bridges Plaza (Ferry Building),50,10/23/2015 18:16,Embarcadero at Vallejo,48,318,Customer,94030
983718,591,10/23/2015 18:32,San Jose Diridon Caltrain Station,2,10/23/2015 18:41,San Pedro Square,6,63,Subscriber,95113
983732,231,10/23/2015 18:40,Broadway St at Battery St,82,10/23/2015 18:44,Market at Sansome,77,581,Subscriber,94605
983761,924,10/23/2015 19:11,Powell at Post (Union Square),71,10/23/2015 19:27,Washington at Kearny,46,401,Customer,22302
983762,932,10/23/2015 19:11,Powell at Post (Union Square),71,10/23/2015 19:27,Washington at Kearny,46,137,Customer,22302
983775,642,10/23/2015 19:22,Embarcadero at Sansome,60,10/23/2015 19:33,Steuart at Market,74,466,Customer,98117
983801,339,10/23/2015 20:07,Embarcadero at Sansome,60,10/23/2015 20:12,Steuart at Market,74,607,Subscriber,94612
983847,971,10/23/2015 21:42,Market at 4th,76,10/23/2015 21:58,Embarcadero at Bryant,54,354,Subscriber,94107
983855,641,10/23/2015 22:03,San Francisco Caltrain (Townsend at 4th),70,10/23/2015 22:14,Grant Avenue at Columbus Avenue,73,568,Subscriber,94133
983874,105,10/23/2015 23:34,Beale at Market,56,10/23/2015 23:36,Temporary Transbay Terminal (Howard at Beale),55,300,Subscriber,94130
983941,454,10/24/2015 9:50,Post at Kearny,47,10/24/2015 9:58,Davis at Jackson,42,659,Subscriber,94109
983980,846,10/24/2015 11:43,Powell at Post (Union Square),71,10/24/2015 11:58,Harry Bridges Plaza (Ferry Building),50,377,Customer,
984006,395,10/24/2015 12:24,Grant Avenue at Columbus Avenue,73,10/24/2015 12:31,Market at Sansome,77,549,Subscriber,94133
984007,641,10/24/2015 12:26,Harry Bridges Plaza (Ferry Building),50,10/24/2015 12:36,Embarcadero at Sansome,60,604,Customer,80205
984024,136,10/24/2015 12:42,2nd at Townsend,61,10/24/2015 12:44,2nd at South Park,64,137,Subscriber,94107
984050,482,10/24/2015 13:26,Grant Avenue at Columbus Avenue,73,10/24/2015 13:34,Howard at 2nd,63,439,Subscriber,94105
984058,213,10/24/2015 13:42,Davis at Jackson,42,10/24/2015 13:46,Beale at Market,56,552,Subscriber,94703
984072,1424,10/24/2015 13:54,San Francisco Caltrain 2 (330 Townsend),69,10/24/2015 14:18,Powell at Post (Union Square),71,475,Subscriber,94401
984114,864,10/24/2015 14:57,2nd at Townsend,61,10/24/2015 15:12,2nd at Townsend,61,470,Customer,43017
984157,2844,10/24/2015 16:24,Market at 4th,76,10/24/2015 17:11,Market at 4th,76,493,Customer,nil
984210,476,10/24/2015 18:31,Beale at Market,56,10/24/2015 18:39,Broadway St at Battery St,82,384,Subscriber,94133
984303,1485,10/25/2015 7:55,Davis at Jackson,42,10/25/2015 8:20,Davis at Jackson,42,709,Subscriber,94111
984331,601,10/25/2015 9:54,Post at Kearny,47,10/25/2015 10:04,Embarcadero at Sansome,60,531,Subscriber,94111
984431,20196,10/25/2015 13:11,Market at 4th,76,10/25/2015 18:48,Market at 4th,76,505,Customer,nil
984432,11469,10/25/2015 13:13,Embarcadero at Sansome,60,10/25/2015 16:24,Mechanics Plaza (Market at Battery),75,592,Customer,48
984471,1018,10/25/2015 14:18,Clay at Battery,41,10/25/2015 14:35,Market at 4th,76,256,Customer,nil
984559,1007,10/25/2015 16:48,Grant Avenue at Columbus Avenue,73,10/25/2015 17:05,Market at 4th,76,497,Customer,16801
984607,599,10/25/2015 18:29,Embarcadero at Sansome,60,10/25/2015 18:39,Howard at 2nd,63,428,Customer,nil
984645,308,10/25/2015 20:51,Market at Sansome,77,10/25/2015 20:56,Temporary Transbay Terminal (Howard at Beale),55,350,Subscriber,94107
984663,379,10/25/2015 22:40,Grant Avenue at Columbus Avenue,73,10/25/2015 22:47,Grant Avenue at Columbus Avenue,73,215,Subscriber,94133
984759,298,10/26/2015 7:07,Embarcadero at Bryant,54,10/26/2015 7:12,Steuart at Market,74,457,Subscriber,92506
984768,519,10/26/2015 7:13,Harry Bridges Plaza (Ferry Building),50,10/26/2015 7:22,Post at Kearny,47,558,Subscriber,94903
984813,692,10/26/2015 7:32,Redwood City Caltrain Station,22,10/26/2015 7:44,Stanford in Redwood City,25,118,Subscriber,94131
984962,731,10/26/2015 8:18,Townsend at 7th,65,10/26/2015 8:30,Market at 10th,67,502,Subscriber,94086
984994,789,10/26/2015 8:27,San Francisco Caltrain (Townsend at 4th),70,10/26/2015 8:40,Temporary Transbay Terminal (Howard at Beale),55,480,Subscriber,94010
985030,277,10/26/2015 8:39,Powell Street BART,39,10/26/2015 8:44,Market at 10th,67,468,Subscriber,94920
985138,815,10/26/2015 9:05,Mechanics Plaza (Market at Battery),75,10/26/2015 9:18,South Van Ness at Market,66,618,Subscriber,94611
985192,585,10/26/2015 9:16,Temporary Transbay Terminal (Howard at Beale),55,10/26/2015 9:26,Broadway St at Battery St,82,432,Subscriber,94602
985209,653,10/26/2015 9:22,Temporary Transbay Terminal (Howard at Beale),55,10/26/2015 9:33,Broadway St at Battery St,82,518,Subscriber,94608
985402,204,10/26/2015 11:47,2nd at Folsom,62,10/26/2015 11:50,2nd at Townsend,61,214,Subscriber,94107
985407,349,10/26/2015 11:55,2nd at South Park,64,10/26/2015 12:01,Market at Sansome,77,403,Subscriber,94939
985422,1509,10/26/2015 12:24,Embarcadero at Folsom,51,10/26/2015 12:49,Powell Street BART,39,111,Customer,40204
985490,411,10/26/2015 13:58,Civic Center BART (7th at Market),72,10/26/2015 14:05,Townsend at 7th,65,613,Subscriber,94945
985577,319,10/26/2015 15:38,Harry Bridges Plaza (Ferry Building),50,10/26/2015 15:43,Embarcadero at Sansome,60,464,Subscriber,94111
985598,434,10/26/2015 15:52,Embarcadero at Bryant,54,10/26/2015 15:59,San Francisco Caltrain (Townsend at 4th),70,465,Subscriber,95124
985655,524,10/26/2015 16:16,Embarcadero at Folsom,51,10/26/2015 16:24,Grant Avenue at Columbus Avenue,73,524,Subscriber,94133
985694,593,10/26/2015 16:33,Steuart at Market,74,10/26/2015 16:43,San Francisco Caltrain (Townsend at 4th),70,526,Subscriber,94061
985795,674,10/26/2015 17:01,Embarcadero at Folsom,51,10/26/2015 17:13,San Francisco Caltrain 2 (330 Townsend),69,496,Subscriber,94010
985804,1019,10/26/2015 17:01,Powell Street BART,39,10/26/2015 17:18,Embarcadero at Sansome,60,403,Subscriber,94133
985846,711,10/26/2015 17:10,South Van Ness at Market,66,10/26/2015 17:22,San Francisco Caltrain (Townsend at 4th),70,530,Subscriber,95119
985849,629,10/26/2015 17:11,Steuart at Market,74,10/26/2015 17:21,San Francisco Caltrain (Townsend at 4th),70,671,Subscriber,94061
985883,324,10/26/2015 17:20,Temporary Transbay Terminal (Howard at Beale),55,10/26/2015 17:25,Steuart at Market,74,417,Subscriber,94904
985895,982,10/26/2015 17:22,Market at 10th,67,10/26/2015 17:39,Steuart at Market,74,422,Subscriber,94903
986030,1082,10/26/2015 17:54,Davis at Jackson,42,10/26/2015 18:12,San Francisco Caltrain 2 (330 Townsend),69,700,Customer,94015
986031,360,10/26/2015 17:54,2nd at South Park,64,10/26/2015 18:00,Market at Sansome,77,713,Subscriber,94607
986102,743,10/26/2015 18:09,Steuart at Market,74,10/26/2015 18:22,San Francisco Caltrain (Townsend at 4th),70,434,Subscriber,94025
986150,537,10/26/2015 18:30,Temporary Transbay Terminal (Howard at Beale),55,10/26/2015 18:39,Embarcadero at Bryant,54,178,Subscriber,94105
986167,849,10/26/2015 18:37,Townsend at 7th,65,10/26/2015 18:51,Temporary Transbay Terminal (Howard at Beale),55,432,Subscriber,94706
986237,222,10/26/2015 19:39,2nd at Folsom,62,10/26/2015 19:42,Market at Sansome,77,287,Subscriber,94612
986294,996,10/26/2015 20:54,San Francisco Caltrain 2 (330 Townsend),69,10/26/2015 21:10,Golden Gate at Polk,59,86,Subscriber,94109
986469,204,10/27/2015 7:24,Townsend at 7th,65,10/27/2015 7:27,San Francisco Caltrain 2 (330 Townsend),69,436,Subscriber,94107
986477,304,10/27/2015 7:25,Embarcadero at Bryant,54,10/27/2015 7:30,Steuart at Market,74,387,Subscriber,92506
986506,374,10/27/2015 7:46,Steuart at Market,74,10/27/2015 7:52,Embarcadero at Sansome,60,387,Subscriber,94597
986587,501,10/27/2015 8:08,San Francisco Caltrain (Townsend at 4th),70,10/27/2015 8:17,Post at Kearny,47,445,Subscriber,94086
986618,203,10/27/2015 8:14,Townsend at 7th,65,10/27/2015 8:17,San Francisco Caltrain 2 (330 Townsend),69,236,Subscriber,94107
986622,644,10/27/2015 8:15,Temporary Transbay Terminal (Howard at Beale),55,10/27/2015 8:25,Civic Center BART (7th at Market),72,470,Subscriber,94611
986630,338,10/27/2015 8:21,Mezes,83,10/27/2015 8:26,Redwood City Caltrain Station,22,52,Subscriber,94063
986634,409,10/27/2015 8:22,Harry Bridges Plaza (Ferry Building),50,10/27/2015 8:29,Embarcadero at Sansome,60,137,Subscriber,94110
986683,443,10/27/2015 8:38,Steuart at Market,74,10/27/2015 8:46,2nd at South Park,64,690,Subscriber,94611
986837,502,10/27/2015 9:10,Market at Sansome,77,10/27/2015 9:19,2nd at South Park,64,126,Customer,94121
986956,778,10/27/2015 9:51,San Francisco Caltrain 2 (330 Townsend),69,10/27/2015 10:04,Market at 10th,67,503,Subscriber,94107
986963,836,10/27/2015 10:00,San Francisco Caltrain 2 (330 Townsend),69,10/27/2015 10:14,Steuart at Market,74,478,Subscriber,94404
987036,360,10/27/2015 11:31,Embarcadero at Vallejo,48,10/27/2015 11:37,Embarcadero at Bryant,54,542,Subscriber,94105
987046,404,10/27/2015 11:48,Embarcadero at Folsom,51,10/27/2015 11:54,Broadway St at Battery St,82,511,Subscriber,94114
987144,667,10/27/2015 13:30,Harry Bridges Plaza (Ferry Building),50,10/27/2015 13:41,San Francisco Caltrain (Townsend at 4th),70,526,Subscriber,94062
987168,276,10/27/2015 14:15,Embarcadero at Folsom,51,10/27/2015 14:20,Embarcadero at Vallejo,48,322,Subscriber,94602
987206,610,10/27/2015 15:17,Spear at Folsom,49,10/27/2015 15:27,San Francisco Caltrain (Townsend at 4th),70,487,Subscriber,94041
987329,207,10/27/2015 16:26,Market at 10th,67,10/27/2015 16:30,Civic Center BART (7th at Market),72,448,Subscriber,94107
987552,151,10/27/2015 17:27,Embarcadero at Bryant,54,10/27/2015 17:30,Embarcadero at Folsom,51,469,Subscriber,94121
987597,320,10/27/2015 17:34,Embarcadero at Vallejo,48,10/27/2015 17:40,Steuart at Market,74,406,Subscriber,94708
987606,954,10/27/2015 17:37,Post at Kearny,47,10/27/2015 17:53,Townsend at 7th,65,599,Subscriber,94133
